floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality,dist_to_center_km,dist_to_metro_km,parks_1km,groceries_top_1km,schools_1km,pharmacies_top_1km,clinics_1km
3,12,1,36.0,35000,Лианозово,Илимская ,2,Лианозово,55.8920356,37.5687195,1,15.864063540325404,1.1285811476199468,1,2,5,0,1
10,24,0,23.0,40000,Митино,Пятницкое шоссе,56Б,Пятницкое шоссе,55.8551998,37.3561824,1,19.95805515652061,0.259101098935356,2,5,2,2,6
5,14,1,20.0,36000,Марфино,Ботаническая ,33Вс1,Окружная,55.8326212,37.5929559,0,9.092491555228015,2.2654616760959336,2,4,2,0,3
3,4,1,14.0,38000,Северное Измайлово,Сиреневый бульвар,15,Щелковская,55.8030142,37.7906921,0,12.225303534942292,0.9058491245953092,0,4,11,0,5
1,5,2,42.0,40000,Лосиноостровский,Анадырский проезд,41,Бабушкинская,55.8705335,37.6934884,1,14.007040949671138,1.818471842455404,0,3,3,1,0
3,9,1,35.0,38000,Тимирязевский,Дмитровское шоссе,44К2,Окружная,55.8435808,37.5722686,1,10.5660018384257,0.5946522394904294,3,7,6,4,1
8,17,1,42.0,35000,Десёновское, Кварцевая,5к3,Ольховая,55.4879187,37.3355105,1,34.29167352656755,11.91601526090253,0,0,0,0,0
4,15,1,23.7,37000,Молжаниновский,Ленинградское шоссе,228к4,Молжаниново,55.9326178,37.3836786,1,24.8265586049012,0.956259890858228,0,0,0,0,0
8,9,1,33.0,35000,Гольяново,Щелковское шоссе,69С2,Щелковская,55.8099295,37.7854812,0,12.320579462776164,0.7985521235486333,1,3,7,0,4
7,9,1,20.0,32000,Южное Бутово,Варшавское шоссе,282к3,Щербинка,55.5179598,37.5717964,1,26.184240707169263,1.1038305696056296,0,4,1,0,0
1,14,1,20.0,36000,Восточное Дегунино,Бескудниковский бульвар,8К1,Верхние Лихоборы,55.859662,37.5646914,1,12.415512521975677,0.4600727659264297,1,7,5,1,3
8,14,2,42.0,37000,Бирюлево Восточное,Донбасская ,7,Царицыно,55.595906,37.658859,1,17.552067455757307,2.5688644318375227,0,7,5,2,1
4,9,1,30.0,40000,Измайлово,Сиреневый бульвар,14К1,Щелковская,55.8022137,37.7850671,1,11.872766372194535,1.192521277414278,0,6,11,0,6
8,12,1,35.0,38000,Бирюлево Восточное,Элеваторная ,14,Царицыно,55.6011129,37.6666905,1,17.061524756116476,1.9169054776330363,0,6,1,2,1
8,9,1,38.0,40000,Ивановское, Молостовых,17К2,Новогиреево,55.7525655,37.8351303,1,13.618922869224496,1.385866339316194,1,6,5,0,0
9,10,1,38.0,35000,Южное Бутово,Южнобутовская ,23,Улица Горчакова,55.5399934,37.5395671,1,24.078397511705777,0.5362895230253033,2,2,2,0,2
9,14,1,25.5,33000,Рязановское, Уточкина,7к3,Силикатная,55.4756831,37.5239916,1,31.2836585217454,2.061379097722668,0,0,1,0,0
1,16,1,40.0,40000,Зябликово, Мусы Джалиля,27К2,Шипиловская,55.6191685,37.7450152,1,16.796610634310586,0.2914752770276829,1,8,8,5,1
10,14,1,32.0,35000,Выхино-Жулебино,Ферганская ,9К5,Юго-Восточная,55.7095508,37.8067328,1,12.754822050359891,0.8326307741564091,0,2,4,2,3
3,17,1,39.3,38000,Лианозово,Псковская ,5К3,Лианозово,55.9050723,37.5479653,1,17.56365326871282,0.923483505248496,0,4,2,1,2
1,3,1,23.0,34000,Московский, Шекспира,1к1,Рассказовка,55.6107018,37.3250079,1,24.14880899155442,2.461833216627425,0,1,0,1,0
2,9,1,15.0,32000,Старое Крюково,Зеленоград,к814,Крюково,55.9760231,37.1873885,1,36.615072290536624,0.9507379186339372,0,3,3,1,2
4,14,1,21.0,36900,Филимонковское, Братьев Бромлей,5к2,Филатов луг,55.5664977,37.2875472,1,29.22201767950024,8.394323135466934,0,3,1,0,0
1,5,1,35.1,40000,Измайлово,9-я Парковая ,50К1,Первомайская,55.8004908,37.7996543,1,12.602311137117711,0.6801768114872385,3,8,3,2,7
5,5,1,30.0,40000,Нижегородский,Басовская ,4,Нижегородская,55.7378269,37.7367644,1,7.629801915709208,0.6780313789604411,0,3,1,0,0
3,5,2,46.0,35000,Северное Измайлово,15-я Парковая ,42К9,Щелковская,55.8063442,37.825752,1,14.35553151204386,1.764324080771836,0,10,3,1,1
12,17,1,38.0,40000,Москворечье-Сабурово, Борисовские Пруды,13К2,Борисово,55.6368627,37.7192905,1,14.306271669424383,1.5851064257826963,0,1,3,1,0
3,5,1,27.0,38000,Головинский,Смольная ,9,Водный стадион,55.845642,37.4965142,1,12.866587730187325,0.929922807532536,0,4,3,0,1
14,14,1,38.1,40000,Выхино-Жулебино,Привольная ,71К1,Жулебино,55.6801622,37.851822,1,16.711093525068666,0.5659519886278034,0,9,3,3,4
5,6,0,20.0,35000,Перово, 2-я Энтузиастов,5к39,Андроновка,55.7477017,37.7325574,1,7.216515225273616,0.6463854951666256,0,0,0,0,0
6,18,1,20.0,40000,Крюково,проспект Георгиевский,37к1,Крюково,55.9676733,37.149908,1,37.76847786930432,1.9925107755318456,2,3,1,1,1
4,5,1,32.0,36000,Измайлово,7-я Парковая ,2К2,Первомайская,55.7893687,37.7948425,1,11.844279925400835,0.6244243029669726,1,3,7,2,6
1,12,1,15.0,40000,Преображенское,2-я Пугачевская ,7К1,Преображенская площадь,55.7950043,37.7303625,1,8.524622676317088,1.0590961072322582,2,2,4,0,2
12,14,1,35.0,35000,Рязановское, Логинова,7к1,Щербинка,55.4953168,37.5135356,1,29.28118877656373,3.447494136385577,0,0,2,0,0
5,5,1,33.0,37000,Раменки,Мосфильмовская ,32,Ломоносовский проспект,55.7206532,37.5233299,1,6.849920924442018,1.6857607072000242,0,0,1,0,0
7,25,1,23.0,35000,Щербинка, Мостотреста,10к2,Щербинка,55.5122499,37.5730248,1,26.80730437700188,0.748366206562758,0,5,4,0,0
9,16,1,35.0,40000,Орехово-Борисово Южное,Ясеневая ,36/2,Зябликово,55.6053581,37.7435395,1,18.122017684649894,0.7404142839139985,0,6,6,0,2
1,9,1,38.0,35000,Черемушки,Перекопская ,30,Зюзино,55.6621255,37.5690269,1,10.447243796765724,0.8831755180326977,2,7,2,1,1
4,4,1,15.0,40000,Ховрино,Клинская ,8С1,Грачёвская,55.8705577,37.492103,0,15.333386916865402,1.071774311599237,0,8,9,0,3
6,11,1,26.1,35000,Рязановское, Красовского,2к3,Щербинка,55.4960796,37.5193513,1,29.119049685654453,3.08521041998956,0,0,2,0,0
4,16,1,25.0,40000,Марушкинское, Медовая Долина,3к2,Санино,55.5857423,37.1268959,1,35.89454808941966,0.7477320467255051,1,1,0,0,0
2,9,1,32.0,35000,Чертаново Южное,Кировоградская ,44К2,Улица Академика Янгеля,55.5968503,37.5937691,1,17.318452401780306,0.4857009176200116,1,8,5,1,2
3,5,1,32.0,38000,Выхино-Жулебино, Вострухина,4к1,Рязанский проспект,55.7183035,37.7983865,1,11.92899865813818,0.4301740116381277,3,5,5,1,1
7,9,1,36.0,36000,Гольяново,Уральская ,4,Щелковская,55.811724,37.8002735,1,13.216958045527972,0.2328074598334505,0,10,3,1,1
11,24,1,45.0,40000,Ховрино,Клинская ,16к1,Грачёвская,55.870002,37.4936847,1,15.229893904325433,0.9679137917944268,0,8,9,1,2
10,12,1,32.0,35000,Чертаново Южное,Кировоградская ,44К2,Улица Академика Янгеля,55.5968503,37.5937691,1,17.318452401780306,0.4857009176200116,1,8,5,1,2
4,4,1,18.0,40000,Донской,Новоданиловский проезд,4,Тульская,55.7014819,37.6254144,0,5.6417284892681145,0.9212172817183072,3,3,0,1,3
4,9,1,22.0,35000,Богородское,Краснобогатырская ,75К1,Преображенская площадь,55.8079265,37.7065979,1,8.34768628617255,1.3621874979669482,0,6,3,2,2
4,9,1,32.2,35000,Вешняки,аллея Жемчуговой,1К2,Новогиреево,55.7340259,37.8176563,1,12.68711090679034,1.1592140937056228,2,0,3,0,0
6,16,1,35.0,40000,Щербинка, Барышевская Роща,26,Щербинка,55.504607,37.5341806,1,28.00418132904328,1.842355045416635,3,2,0,1,0
6,12,1,38.0,35000,Северное Бутово, Знаменские Садки,9К1,Бульвар Дмитрия Донского,55.5725366,37.5676709,1,20.201195720248577,0.752245998667562,3,5,4,0,3
1,12,1,27.8,31000,Десёновское, 3-я Нововатутинская,2,Ольховая,55.5172809,37.3417542,1,31.31873896353365,9.361877496886173,0,2,1,1,0
14,17,1,38.0,40000,Кунцево,Кунцевская ,2,Рабочий Посёлок,55.7298663,37.4195598,1,12.632687850749663,0.4084667718640979,9,6,4,0,2
7,9,1,32.0,39000,Старое Крюково,Зеленоград,к903,Крюково,55.9821364,37.1896284,1,36.97828451369988,1.0319768306235837,0,5,5,0,4
4,5,1,23.0,35000,Гольяново,Щелковское шоссе,49,Щелковская,55.8107493,37.7886199,1,12.535479363372406,0.6087441307977218,1,1,6,0,3
1,16,1,34.0,36000,Ховрино,Зеленоградская ,33К1,Ховрино,55.8759953,37.4912222,1,15.883127706631669,0.4772715698818217,1,4,5,0,2
2,17,1,37.0,35000,Северное Бутово,Куликовская ,3,Бульвар Дмитрия Донского,55.5710976,37.5646845,1,20.38889742446328,0.8302446963294301,2,7,3,0,4
8,22,1,42.0,40000,Силино,Зеленоград,к1015,Крюково,55.9870624,37.173051,1,38.10406721905342,0.8169582759873033,2,3,3,1,1
15,18,1,17.0,40000,Ломоносовский, Академика Пилюгина,12К1,Новаторская,55.6690557,37.5381781,1,10.4786268422755,1.1569420912454922,1,3,2,2,1
4,22,1,21.8,35000,Сосенское, Бачуринская,13,Коммунарка,55.5766018,37.4816486,1,21.28561684629313,0.916277015508406,0,2,3,1,0
3,4,0,13.0,35000,Донской,Новоданиловский проезд,4,Тульская,55.7014819,37.6254144,0,5.6417284892681145,0.9212172817183072,3,3,0,1,3
7,13,2,31.0,38000,Рязановское, Уточкина,5к2,Силикатная,55.4744549,37.5252947,1,31.402635588678383,1.9459569734550164,0,0,1,0,0
2,5,1,25.0,32000,Северное Измайлово,9-я Парковая ,66К2,Щелковская,55.8070752,37.8003327,1,12.968897086301014,0.3461183363479552,0,9,4,1,2
2,3,2,45.0,40000,Краснопахорское, Джонатана Свифта,13,Потапово,55.4346761,37.3236646,1,39.82518507848796,16.81771977565658,0,0,0,0,0
4,5,1,30.0,38000,Свиблово,проезд Нансена,12К1,Свиблово,55.8521487,37.6510368,1,11.329054460791934,0.4063065828771715,3,7,4,1,2
3,5,1,13.2,35000,Северное Измайлово,9-я Парковая ,66К2,Щелковская,55.8070752,37.8003327,1,12.968897086301014,0.3461183363479552,0,9,4,1,2
7,8,1,25.0,38000,Сосенское, Василия Ощепкова,4,Новомосковская,55.5538753,37.4654357,1,24.009658631206467,0.7441319634321399,0,3,1,0,0
1,4,0,16.0,33000,Покровское-Стрешнево,Волоколамское шоссе,116с3,Трикотажная,55.8190744,37.4547251,0,12.616078322843974,3.8175330941413153,2,2,0,0,5
1,16,1,35.0,40000,Бибирево,Мурановская ,15,Алтуфьево,55.894205,37.6012085,1,15.842629587695308,1.0641078272951243,1,7,5,2,5
11,12,1,36.0,36000,Бирюлево Западное,Булатниковский проезд,6к1,Покровское,55.5936117,37.6513869,1,17.742240365865147,26.86216658043428,0,5,1,0,1
20,24,1,26.0,35000,Сосенское, Бачуринская,9Ак1,Коммунарка,55.5740827,37.485641,0,21.44490149251368,1.103332478553815,0,4,3,0,0
2,12,1,40.0,38000,Савёлки,Зеленоград,к614,Малино,55.9896226,37.2320581,1,35.724469856271654,2.604403960337472,1,6,2,0,1
3,17,1,39.0,40000,Некрасовка,проспект Защитников Москвы,11,Некрасовка,55.7016498,37.9202154,1,19.765787861475065,0.4116929359125038,2,4,9,1,1
2,9,1,40.0,40000,Ивановское, Молостовых,6К2,Новогиреево,55.7640089,37.8278464,1,13.228361794475571,2.255493723441562,2,7,5,1,2
14,14,1,38.7,40000,Южное Бутово,бульвар Адмирала Ушакова,11,Улица Скобелевская,55.5460667,37.5489615,1,23.301529441077903,0.32741270219813,2,8,6,2,1
1,9,1,38.0,40000,Марьино, Марьинский Парк,11,Братиславская,55.6590784,37.7780191,1,14.42060295341937,1.8572049463157645,2,1,4,0,1
3,14,1,38.4,35000,Крюково,Зеленоград,к1512,Крюково,55.9824392,37.1572443,1,38.48471879557647,1.062053646002529,4,6,9,2,6
2,24,1,25.0,40000,Солнцево,Производственная ,17,Новопеределкино,55.6434402,37.3820192,1,19.066359439287904,0.4785641397260703,1,3,1,2,0
5,5,1,29.9,40000,Люблино, Судакова,25К2,Люблино,55.6744883,37.7543575,1,12.158235925198555,0.5131940229330502,2,14,6,1,3
5,14,1,32.0,40000,Зябликово,Кустанайская ,7К1,Красногвардейская,55.6183745,37.7566542,1,17.23193971645785,0.998361637852241,0,2,4,1,1
2,5,1,16.0,39000,Кузьминки,Жигулевская ,4К1,Кузьминки,55.7088777,37.7641971,0,10.362565943580757,0.3805811977214713,2,6,5,1,0
12,12,2,45.6,40000,Зябликово, Мусы Джалиля,13,Шипиловская,55.626289,37.7462232,1,16.14200781039365,0.5394756577735701,2,5,5,1,0
7,9,1,24.0,35000,Богородское,Краснобогатырская ,75К1,Преображенская площадь,55.8079265,37.7065979,1,8.34768628617255,1.3621874979669482,0,6,3,2,2
4,9,1,34.0,35000,Гольяново,Хабаровская ,21,Щелковская,55.8258103,37.8231053,1,15.24955681824633,2.348290036552376,4,10,6,1,0
14,17,1,42.0,35000,Южное Бутово, Маршала Савицкого,16,Щербинка,55.5041662,37.5874902,1,27.624726517122657,1.7195177988232535,2,1,2,0,3
12,17,1,42.0,35000,Южное Бутово, Маршала Савицкого,16,Щербинка,55.5041662,37.5874902,1,27.624726517122657,1.7195177988232535,2,1,2,0,3
1,14,1,26.0,35000,Братеево,Алма-Атинская ,10К1,Алма-Атинская,55.6388898,37.76743,1,15.701465776013515,0.6104164055623761,1,9,5,0,2
7,14,1,38.0,35000,Савёлки,Зеленоград,к513,Малино,55.9972996,37.2350821,1,36.23427100735071,3.450687250549328,4,1,1,0,1
1,1,1,30.0,35000,Крюково, Новомалино,2сА,Крюково,55.9720822,37.1860802,1,36.3797784177271,1.1504541442259242,1,0,1,0,0
5,15,1,26.0,35000,Рязановское, Красовского,2к1,Щербинка,55.4964479,37.520372,1,29.06550754355948,3.009092370301889,1,0,2,0,0
14,14,1,38.0,35000,Рязановское,шоссе Остафьевское,12к1,Щербинка,55.5016679,37.5226933,1,28.46733759780982,2.632820611319948,1,0,0,0,0
2,5,1,16.9,35000,Новогиреево,Кусковская ,33,Кусково,55.7429434,37.7870674,1,10.660366601465553,0.6264552316244624,1,5,4,1,0
7,12,1,40.0,35000,Матушкино,Зеленоград,к138,Малино,56.0047224,37.2106578,1,37.86178971508904,3.9540783973218994,2,5,2,0,4
7,10,1,28.0,35000,Южное Бутово,Южнобутовская ,25К3,Улица Горчакова,55.5393165,37.5412632,1,24.130787006614348,0.6661221653885796,1,2,2,0,2
2,14,1,23.5,35000,Молжаниновский,Ленинградское шоссе,228к7,Новоподрезково,55.9324311,37.3887036,1,24.62650149327965,2.348427068361066,0,0,0,0,0
3,3,1,28.0,32000,Северное Измайлово,Щелковское шоссе,100к1,Щелковская,55.8099295,37.7854812,0,12.320579462776164,0.7985521235486333,1,3,7,0,4
11,15,1,24.0,35000,Кокошкино, Аэростатная,12к1,Санино,55.5880181,37.1680364,1,33.57059688295975,1.9223152405325643,0,0,0,0,0
11,14,1,35.0,35000,Рязановское,шоссе Остафьевское,14к3,Щербинка,55.5004362,37.5185125,1,28.657071537165105,2.927289888535274,1,0,1,0,0
3,14,1,39.0,35000,Ярославский,Ярославское шоссе,2К2,Свиблово,55.8525008,37.6802668,1,11.841279050618056,1.7122618427409486,0,4,2,1,0
4,9,1,32.0,34000,Гольяново,Черницынский проезд,8,Щелковская,55.8212744,37.7899014,1,13.246984375539055,1.3619963845601677,1,4,2,0,0
4,5,1,32.0,35000,Рязанский, Михайлова,51/1,Окская,55.7214762,37.7867044,1,11.12390893925944,1.058962111581536,6,9,4,0,3
1,12,1,32.0,37000,Бирюлево Восточное,Бирюлевская ,58К2,Царицыно,55.5810385,37.6693267,1,19.28844560121527,4.144400537021469,1,9,5,0,2
2,20,1,15.0,39000,Сосенское, Лобановский Лес,11,Ольховая,55.593554,37.4299227,1,21.18585491259164,3.263506801708589,0,3,1,1,0
2,14,1,21.0,36800,Филимонковское, Усадебный Парк,7к1,Филатов луг,55.5709856,37.2823747,1,29.10447849566376,8.486992908521316,0,3,1,0,0
6,15,1,35.0,38000,Кокошкино, Аэростатная,6к2,Кокошкино,55.5898325,37.1730879,1,33.19450007348591,1.1048306572813682,0,0,0,0,0
1,9,1,32.0,32000,Метрогородок,Открытое шоссе,21К3,Бульвар Рокоссовского,55.82423,37.7565351,1,11.83323619650949,1.4508421048243625,0,5,3,0,3
3,5,1,15.0,35000,Лосиноостровский,Минусинская ,11,Бабушкинская,55.8735165,37.6922797,0,14.294616559151482,1.7720430219257928,2,4,3,1,0
6,9,1,34.0,35000,Северное Тушино, Фомичевой,16К3,Планерная,55.8577286,37.4392064,1,16.195662112839088,0.2632354070484954,4,7,5,1,5
11,16,1,34.7,40000,Очаково-Матвеевское,Озерная ,23К1,Озёрная,55.676393,37.4545388,1,13.225620030527429,0.798295034089876,1,7,8,0,3
5,5,1,35.0,36000,Царицыно,Ереванская ,6К3,Царицыно,55.6287324,37.6683831,1,14.075363899767783,1.1593935132242523,1,3,5,2,3
11,12,1,20.0,40000,Зябликово,Ореховый бульвар,22С2,Зябликово,55.6136344,37.7370439,0,17.115945335717548,0.5502115448607364,1,7,4,3,1
11,12,1,36.0,38000,Новокосино,Суздальская ,10К2,Новокосино,55.7369616,37.8479362,1,14.519939046868744,1.3561631587992995,4,3,5,0,4
2,12,1,37.0,36000,Перово,Мастеровая ,17/1к2,Перово,55.7440658,37.7543123,1,8.607942626018295,1.1588672472740884,1,5,3,1,0
9,9,1,32.0,35000,Зюзино,Балаклавский проспект,26К2,Чертановская,55.643626,37.5966464,1,12.123822200672771,0.6835564323695412,2,7,1,1,2
5,5,1,27.0,40000,Метрогородок,Открытое шоссе,21К14,Бульвар Рокоссовского,55.8258468,37.7597794,1,12.104083468642498,1.7188607852606566,0,4,3,0,3
4,5,1,33.0,37000,Северное Измайлово,Щелковское шоссе,54,Щелковская,55.8097105,37.7976363,1,12.962637102617704,0.0480182757933594,0,9,2,1,3
1,5,1,32.0,35000,Свиблово,Снежная ,17К1,Свиблово,55.8532104,37.6480672,1,11.412558108047394,0.4219636721922365,4,6,3,1,1
1,9,2,44.4,35000,Вешняки, Старый Гай,2К3,Новогиреево,55.741742,37.8286942,1,13.267213424671343,0.714744750207721,3,4,3,1,2
13,13,1,26.6,32000,Рязановское,шоссе Рязановское,31к2,Силикатная,55.4771933,37.5287118,1,31.064142046069705,1.8424282313842253,0,0,1,0,0
6,9,1,34.0,38000,Гольяново,Байкальская ,44К1,Щелковская,55.8167643,37.8159382,1,14.344759086853534,1.3386355451298568,3,8,7,0,2
1,17,1,20.0,35000,Марьино, Верхние Поля,42К1,Люблино,55.6644999,37.7770093,1,13.94898244873638,1.654718824889435,1,2,6,0,1
11,19,1,38.0,40000,Воскресенское,проезд Чечерский,122к3,Бунинская аллея,55.525935,37.5114757,1,26.005493583274,1.367636714386062,1,2,3,2,0
8,9,1,35.0,35000,Чертаново Южное,Дорожная ,7К3,Покровское,55.6016588,37.6249054,1,16.72618354594079,25.394960904039184,1,0,3,0,0
13,15,1,38.0,38000,Кокошкино, Аэростатная,12к2,Кокошкино,55.5886746,37.1678033,1,33.54308707328123,1.2489033555961233,0,0,0,0,0
4,21,1,25.0,40000,Сосенское, Бачуринская,7к1,Коммунарка,55.5781654,37.4777056,1,21.227273320082524,0.7924002290585822,0,1,1,1,0
5,5,1,32.0,37000,Алтуфьевский,Стандартная ,1,Бескудниково,55.8818766,37.5853784,1,14.577835536950486,1.1022676508673293,1,3,3,0,1
5,5,0,17.0,36000,Текстильщики,1-й Грайвороновский проезд,2А,Новохохловская,55.7194272,37.7277855,1,7.797898649553999,0.5448196787866094,2,5,1,1,2
7,9,1,32.0,35000,Вешняки, Молдагуловой,32,Выхино,55.7191122,37.8312872,1,13.875315709648506,1.0035250839621834,0,2,3,1,0
9,17,1,38.6,40000,Бабушкинский, Радужная,10,Рассказовка,55.8607912,37.6692866,1,12.51996187575894,32.99169848014724,3,6,2,0,2
12,17,1,40.0,40000,Текстильщики, Текстильщиков,3к2,Ольховая,55.6955216,37.7480634,1,10.31138063863548,22.95092350476459,4,8,5,0,5
5,9,1,35.0,35000,Северное Медведково,Широкая ,1К1,Медведково,55.8883814,37.6508053,1,15.304446189156227,0.6714921427663035,1,3,10,0,1
3,5,1,34.0,40000,Новогиреево,Перовская ,55,Перово,55.7456009,37.7915766,1,10.917667497771868,2.003771864114852,1,5,4,2,1
12,20,1,21.4,40000,Сосенское, Лобановский Лес,13,Прокшино,55.5934806,37.4259649,1,21.33138473481008,1.7070941304396194,0,3,1,1,0
4,19,0,18.0,39990,Марьино,Донецкая ,34к3,Курьяново,55.6439103,37.702562,1,13.150357221804631,0.6486670599505864,0,2,1,0,0
13,13,2,35.0,35000,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,55.8227984,37.4950676,0,10.97846269478288,15.47692739404623,3,4,1,3,4
5,10,1,40.0,40000,Зябликово,Кустанайская ,7К1,Красногвардейская,55.6183745,37.7566542,1,17.23193971645785,0.998361637852241,0,2,4,1,1
