"author","author_type","url","location","deal_type","accommodation_type","floor","floors_count","rooms_count","total_meters","price_per_month","commissions","district","street","house_number","underground","residential_complex"
"Сергей Таранец","realtor","https://www.cian.ru/rent/flat/276164317/","Москва","rent","flat","1","14","1","42","48000","0","Ховрино","Петрозаводская ","3К2","Грачёвская",""
"Татьяна Иванова","realtor","https://www.cian.ru/rent/flat/316358303/","Москва","rent","flat","4","16","1","35","48000","0","Котловка"," Ремизова","15К2","Нагорная",""
"АВАНГАРД","real_estate_agent","https://www.cian.ru/rent/flat/316885297/","Москва","rent","flat","9","16","1","36.7","48000","0","Лосиноостровский","Тайнинская ","4","Бабушкинская",""
"Мой Дом - отделение Добрынинское","real_estate_agent","https://www.cian.ru/rent/flat/317359503/","Москва","rent","flat","7","9","1","34","48000","0","Чертаново Центральное","Днепропетровская ","31","Пражская",""
"Екатерина Корягина","realtor","https://www.cian.ru/rent/flat/316526552/","Москва","rent","flat","2","12","1","38","48000","0","Косино-Ухтомский"," Татьяны Макаровой","6","Улица Дмитриевского",""
"ГОРОБМЕН","real_estate_agent","https://www.cian.ru/rent/flat/316674474/","Москва","rent","flat","4","17","1","37","48000","0","Выхино-Жулебино","Привольная ","77","Котельники",""
"Ольга Добротворская","realtor","https://www.cian.ru/rent/flat/301059629/","Москва","rent","flat","4","9","1","33","48000","0","Орехово-Борисово Южное","Елецкая ","12К2","Домодедовская",""
"Центр Недвижимости","real_estate_agent","https://www.cian.ru/rent/flat/299779205/","Москва","rent","flat","4","9","1","36","48000","0","Гольяново","Камчатская ","8К1","Щёлковская",""
"Михаил Мальцев","realtor","https://www.cian.ru/rent/flat/317309531/","Москва","rent","flat","10","15","2","54","48000","0",""," Логинова","7к2","Щербинка",""
"Лариса Пивоварова","realtor","https://www.cian.ru/rent/flat/316962821/","Москва","rent","flat","2","5","2","46","48000","0","Гольяново","Новосибирская ","1К1","Щёлковская",""
"Оксана Гончарова","realtor","https://www.cian.ru/rent/flat/316291273/","Москва","rent","flat","5","5","1","30","48000","0","Головинский","Авангардная ","22/32к1","Водный стадион",""
"ЕГСН Аренда","real_estate_agent","https://www.cian.ru/rent/flat/316680339/","Москва","rent","flat","2","9","1","32","48000","0","Ярославский","Ярославское шоссе","10К1","Свиблово",""
"Ольга Рыжкова","realtor","https://www.cian.ru/rent/flat/317389337/","Москва","rent","flat","10","12","1","36","48000","0","Аэропорт","1-й Амбулаторный проезд","7К3","Красный Балтиец",""
"Елена Лунёва","realtor","https://www.cian.ru/rent/flat/316020400/","Москва","rent","flat","12","25","1","33","48000","0","Южное Медведково","Полярная ","25к2","Медведково",""
"АВАНГАРД","real_estate_agent","https://www.cian.ru/rent/flat/317664312/","Москва","rent","flat","2","9","1","40","48000","0","Южное Бутово","Варшавское шоссе","284к4","Бутово",""
"Антон Репин","realtor","https://www.cian.ru/rent/flat/317662156/","Москва","rent","flat","4","5","2","44","48000","0","Перово","3-я Владимирская ","26К1","Перово",""
"Людмила Микушина","realtor","https://www.cian.ru/rent/flat/317268136/","Москва","rent","flat","5","5","2","45","48000","0","Люблино"," Степана Шутова","8К1","Люблино",""
"Агентство недвижимости Елены Кузнецовой","real_estate_agent","https://www.cian.ru/rent/flat/311488005/","Москва","rent","flat","17","25","2","48","48000","0","Обручевский"," Академика Челомея","1А","Воронцовская",""
"Анна Бороздова","realtor","https://www.cian.ru/rent/flat/317580497/","Москва","rent","flat","1","12","2","46","48000","0","Южное Тушино","Лодочная ","37С2","Сходненская",""
"Павел Немченко","realtor","https://www.cian.ru/rent/flat/298722013/","Москва","rent","flat","3","9","-1","19","48000","0","Даниловский","Дербеневская набережная","13/17К1","Крестьянская застава",""
"СТОЛИЦА. Москва и МО","real_estate_agent","https://www.cian.ru/rent/flat/317511965/","Москва","rent","flat","1","5","1","35","48000","0","Соколиная гора","Вольная ","5","Семёновская",""
"Александр Шварц","realtor","https://www.cian.ru/rent/flat/316985194/","Москва","rent","flat","2","9","3","66.2","48000","0",""," Усадебный Парк","5","Филатов Луг",""
"АВАНГАРД","real_estate_agent","https://www.cian.ru/rent/flat/314924509/","Москва","rent","flat","8","18","1","47","48000","0",""," Александры Монаховой","92к2","Потапово",""
"Сергей Ерёмин","realtor","https://www.cian.ru/rent/flat/315714601/","Москва","rent","flat","7","10","1","37.9","48000","0","Южное Бутово","Южнобутовская ","72","Бунинская аллея",""
"Надежда Трусова","realtor","https://www.cian.ru/rent/flat/309800452/","Москва","rent","flat","1","9","1","34","48000","0","Ясенево"," Рокотова","3К2","Новоясеневская",""
"Квартирный центр","real_estate_agent","https://www.cian.ru/rent/flat/315313729/","Москва","rent","flat","16","23","1","23","48000","0",""," Анны Ахматовой","11к3","Рассказовка",""
"Елена Тябокина","realtor","https://www.cian.ru/rent/flat/232363305/","Москва","rent","flat","16","17","2","52","48000","0",""," Радужная","17","Филатов Луг",""
"Елена Тарусина","realtor","https://www.cian.ru/rent/flat/317151607/","Москва","rent","flat","5","17","1","40","48000","0",""," Бианки","9","Рассказовка",""
"Ирина Золотых","realtor","https://www.cian.ru/rent/flat/316846236/","Москва","rent","flat","14","16","1","38","48000","0","Измайлово","7-я Парковая ","15К2","Первомайская",""
"Валерий Алексеев","realtor","https://www.cian.ru/rent/flat/316163969/","Москва","rent","flat","7","14","1","42","48000","0","Марьино","Новочеркасский бульвар","36","Марьино",""
"Елена Белевич","realtor","https://www.cian.ru/rent/flat/300120551/","Москва","rent","flat","3","15","1","40","48000","0","Южное Бутово","Изюмская ","43к3","Бутово",""
"ПАРТНЕР-ХАУС","real_estate_agent","https://www.cian.ru/rent/flat/289830635/","Москва","rent","flat","2","17","1","23","48000","0","","проспект Магеллана","2","Прокшино",""
"Татьяна Олимская","realtor","https://www.cian.ru/rent/flat/317724090/","Москва","rent","flat","15","22","1","38.3","48000","0","Южное Бутово","Скобелевская ","12","Улица Скобелевская",""
"Айгуб Гаджиев","realtor","https://www.cian.ru/rent/flat/313860873/","Москва","rent","flat","2","14","1","38","48000","0",""," Логинова","7к1","Щербинка",""
"Лариса Ефремова","realtor","https://www.cian.ru/rent/flat/282808364/","Москва","rent","flat","3","5","1","35","48000","0","Новогиреево","Зеленый проспект","69К2","Новогиреево",""
"Екатерина Мамедова","realtor","https://www.cian.ru/rent/flat/199482645/","Москва","rent","flat","10","12","1","37","48000","0","Левобережный","Валдайский проезд","12","Беломорская",""
"Юлия Савченко","realtor","https://www.cian.ru/rent/flat/292873140/","Москва","rent","flat","4","7","-1","17","48000","0","Преображенское","Электрозаводская ","14С1","Электрозаводская",""
